Lieu_id;Lieu_libel;Lieu_mnemonique;Lieu_bathy;Lieu_com;Lien_lieu;Date_creat;Date_maj;Port;Taxon;Groupe_taxon;Longitude;Latitude
60006818;MTsahara (Baie centre) 8;145-P-013;50;Station 8/B11 - études Def RCS;;21/03/2014;21/03/2014;;;;45.0738996177832;-12.6740997787166
22044002;LIle;048-P-002;-3;;;13/06/2008;27/02/2014;;;;-3.7006982393;47.8168256381
4007015;Dieppe 1 mille;008-P-012;15;;;13/06/2008;;;;;1.052837178;49.9399368336
24047002;Port Etel;053-P-002;5;Bathymétrie inidiquée par LER/MPL/TM (R. Gabellec, 27/02/14).;;13/06/2008;27/02/2014;;;;-3.2071851116;47.6564941943
24046002;Porz Stang;052-P-002;;;;13/06/2008;;;;;-3.1516802294;47.5058244841
18038026;Camaret (a);039-P-084;;;;13/06/2008;;;;;-4.5853931117;48.2778264725
3006001;At so;006-P-001;5.4;;;13/06/2008;;;;;1.4745046439;50.2312831163
29063001;Dunes de Brétignolles;074-P-001;0;Correction des coordonnées le 21/05/2012 à la demande du LER. Anciennes coordonnées (46.5901508583-1.8441336441).;;13/06/2008;21/05/2012;;;;-1.842746;46.590478
27057008;Ile Dumet (a);063-P-004;;Correction des coordonnées le 16/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -2.590334473,47.4211623093).;;13/06/2008;16/04/2013;;;;-2.590322;47.42117
60004207;Le Bassin pirogue - Etang salé (Platier);126-P-034;0;Lieu de surveillance des coraux et poissons (Réserve Marine La Réunion). Lieu correspondant au point central des transects suivis. T1/T2 Sud et T3 Nord. Apport deau douce : Résurgences importantes dans le « lagon » (nappes phréatiques). Infrastructure : Proche Abri côtier de lEtang Salé (année dutilisation années 60), ponton et cale mise à leau construits dans les années 1990-2000. Lutilisation en temps quabri côtier date des années 60. Il y a eu aussi plusieurs travaux pour agrandir la passe pour faciliter laccès aux barques. Par contre il y a beaucoup de maisons proches du bord du « lagon ». Activités subaquatiques : Site fréquenté snorkelling. Pêche : Site de pêche traditionnelle dans la RNMR de puis la RNMR mais aussi avant.;;03/12/2010;20/01/2012;;;;55.3329199356266;-21.2695101589217
60002437;GOYEN - 29GY03;042-P-041;;;;02/12/2009;02/12/2009;;;;-4.52384530275597;48.0369915509958
49130203;Banc Gamelle;125-P-005;21;Modification des coordonnées suite à la demande de CBelin le 18/04/2011. Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.5806003055 et Long -61.0415028128).;;13/06/2008;15/11/2016;;;;-61.04121345;14.57971731
60002525;LEGUER - 22225E04;032-P-044;;;;02/12/2009;02/12/2009;;;;-3.47746328706498;48.739090726212
42117002;Pianotolli;122-P-002;;;;13/06/2008;;;;;9.0606784149;41.4656468575
60002507;PONT LABBE - 29PA22;045-P-019;;;;02/12/2009;02/12/2009;;;;-4.1713538523436;47.8345433514384
10023051;Saint Michel;020-P-052;1;;;13/06/2008;;;;;-1.551333848;48.6646674562
36083010;Salses-Leucate;097-P-010;;;;13/06/2008;;;;;3.0152030459;42.8124519387
60002444;ELORN - 29EL17;039-P-196;;;;02/12/2009;02/12/2009;;;;-4.40034801850734;48.3874361295514
27058002;La Turballe;062-P-019;;;;13/06/2008;;;;;-2.515831229;47.3468280253
36084313;LAP - La Palme;098-P-014;0.5;;;13/06/2008;;;;;3.0067000625;42.9667883871
60004695;Main Jaune;124-P-019;12;Lieu créé le 11/10/2011 demande de C. Belin. Coordonnées corrigées le 27/05/13 suite à la mission de mars 2013 et à lenvoi dun mail de Pareto.;;11/10/2011;15/04/2014;;;;-61.24408;16.24093
20040004;La Torche;042-P-004;-2;;;13/06/2008;;;;;-4.3492104385;47.8381517522
13027032;Saint-Brieuc coques;025-P-037;2;Déplacement du gisement naturel. Modifications des coordonnées le : 24/10/2016 à la demande des coordinations REMI, REPHY, ROCCH Anciennes coordonnées (48.54404593 / -2.68376825);;13/06/2008;24/10/2016;;;;-2.6827252;48.5425552
60002490;NOYALO - 56G 885;061-P-087;;;;02/12/2009;02/12/2009;;;;-2.69452524642929;47.6187849527258
60006831;Prévoyante (ESt nord est) H6;145-P-026;23;Station 6/H6/B07 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.1949004224502;-12.6828002414001
60002521;ARGUENON - 22006E03;022-P-041;;;;02/12/2009;02/12/2009;;;;-2.22756990545162;48.5289569503118
10023006;Cherrueix 1;020-P-008;;Modifications des coordonnées le : 24/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (48.642014 / -1.691811);;13/06/2008;24/10/2016;;;;-1.6918859;48.6415579
60004757;Bande Littorale Aude - Leucate 1;095-P-117;;Lieu créé le 08/11/2011 demandé par le LER/LR;;08/11/2011;20/12/2011;;;;3.05269965801651;42.889017300342
60003508;Etang de lAyrolle - Grau;099-P-027;1;Ce point est facilement accessible à partir de la route des Salins de la commune de Port - la - Nouvelle. Ancienne coordonnées (43.0603359485 - 3.0759404546) corrigées le 18/10/2011, demande faite par LER/LR.;;11/05/2010;18/10/2011;;;;3.07594;43.060336
38094001;Carteau 14;109-P-001;;;;13/06/2008;;;;;4.8792288294;43.38281552
4007005;Mesnival;008-P-003;-2;;;13/06/2008;;;;;1.3185064624;50.0467761751
60006916;Large Désirade;124-P-032;2000;Lieu créé le 15/04/2014 à la demande du REPHY.;;15/04/2014;15/04/2014;;;;-61.0071666667;16.433333
25049007;Houat;054-P-013;;Prélèvement réalisé par un professionnel. Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (47.4006576162 / -2.9496738701);;13/06/2008;05/12/2016;;;;-2.9605555556;47.4008333
10023048;Hacqueville 1 mille;020-P-049;8;;;13/06/2008;;;;;-1.5996856034;48.8198759298
23045052;Pont du Bonhomme - 56B480;050-P-018;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé Pont du Bonhomme - B480).;;13/06/2008;15/04/2013;;;;-3.3041429866;47.7636190247
31068004;Chatelaillon (a);079-P-027;-2;;;13/06/2008;;;;;-1.0951072617;46.0549800301
18038055;Gisement Rozegat;039-P-112;5;;;13/06/2008;;;;;-4.3913907194;48.3176631511
60001801;Côte Sauvage;084-P-033;;;;03/08/2009;04/08/2009;;;;-1.280463889;45.72652222
25048004;Sud Belle Ile;054-P-004;;;;13/06/2008;;;;;-3.2180078174;47.2323170575
60007996;Banc du Diamant;125-P-015;;Lieu créé le 16/10/2015 à la demande de P. Loricourt/ODE972 (05/2015) avec précision de coordonnées de C. Desrosiers/ImpactMer (10/2015).;;16/10/2015;16/10/2015;;;;-61.0262824381412;14.4385254475961
18038063;Aval confluence Douffine - 29AL36;039-P-119;;;;13/06/2008;;;;;-4.1218055622;48.2449179131
60006914;Carenantilles marin;125-P-066;;Lieu créé le 14/04/2014 (demande du 28/01/2014 par aubert-moulin@creocean.fr).;;14/04/2014;14/04/2014;;;;-60.8757483403742;14.4709404546369
11024038;Le Vallion;021-P-036;7.5;;;13/06/2008;;;;;-1.9826868727;48.5930322119
36086002;Etang de Gruissan - Ouest;101-P-002;;;;13/06/2008;06/09/2012;;;;3.0831989066;43.1087921117
21043003;Le Scoré;047-P-003;-7;;;13/06/2008;27/02/2014;;;;-3.9542043536;47.8754907328
50136003;Lagon Saint Gilles-les-Bains;126-P-010;;Correction des coordonnées le 15/04/2013 à la demande du LER (anciennes coordonnées : 55.2214998322-21.0814996038).;;13/06/2008;15/04/2013;;;;55.221408;-21.081969
60007510;MET- MARONI (Balaté);146-P-024;0;Balate;;30/10/2014;30/10/2014;;;;-54.0424974854154;5.47360692013679
60002392;Corps de Garde;125-P-047;12;;;24/11/2009;24/11/2009;;;;-60.9437668477168;14.4573395695031
60000400;Saumonards Filières;079-P-061;0;;;19/01/2009;19/01/2009;;;;-1.25314223;45.99919364
25049003;Beaumer (b);055-P-003;;;;13/06/2008;;;;;-3.0336795589;47.5636606199
60007475;MET- CAYENNE (Montsinéry);146-P-009;0;Montsinery;;30/10/2014;30/10/2014;;;;-52.4883454033394;4.89474954737477
60006835;MBouzi (sud ilot) H24;145-P-030;34;Station 24/H24/B29 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.2343995171998;-12.8257996378998
31067008;Pertuis Antioche gisement 01;079-P-009;32;Libellé modifié à la demande du LER-PC le 15/03/2011 (ancien libellé : PA coquilles st jacques).;;13/06/2008;15/03/2011;;;;-1.442781923;46.1231443995
60002384;Caye Pariadis;125-P-039;12;Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.539709314 et Long -60.8095171998).;;24/11/2009;15/11/2016;;;;-60.80898407;14.53831306
60002421;Chateau de Commore - 29LA08;048-P-047;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé LAÏTA - 29LA08).;;02/12/2009;15/04/2013;;;;-3.53878797022733;47.8368899617783
21041006;Le corven de Trévignon;043-P-006;;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -3.8825334535-47.763488827).;;13/06/2008;15/04/2013;;;;-3.881567;47.763602
16033009;Locquenolé;034-P-005;;;;13/06/2008;;;;;-3.8557225258;48.6173438637
60008355;Ouest Lingreville;018-P-113;11;Lieu créé le 06/04/2016 à la demande du LERN;;06/04/2016;06/04/2016;Granville;;;-1.61084992959164;48.9514001207001
37087022;Petit-étang;104-P-021;;;;13/06/2008;;;;;3.6827046283;43.4231380376
6013004;Bernières (a);012-P-004;-0.5;Correction des coordonnées le 28/06/2012 à la demande du LER. Anciennes coordonnées (-0.4375103597-49.3469034551).;;13/06/2008;28/06/2012;;;;-0.4175;49.3443333333
60000779;La Mortanne;080-P-064;;;;21/04/2009;28/06/2010;;;;-1.17892074029371;45.8741249245625
18038001;Tinduff;039-P-061;-1.2;;;13/06/2008;;;;;-4.3657240763;48.3354972422
39096013;Endoume;111-P-020;;;;13/06/2008;;;;;5.2916662264;43.2416664416
60002519;ARGUENON - 22006E02;022-P-039;;;;02/12/2009;02/12/2009;;;;-2.22903138201568;48.5252182659425
38091327;MED - Médard;107-P-022;0.7;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;4.1477114261;43.5456452504
12025016;Arguenon pt g5;022-P-008;2;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-2.2118583363 - 48.6093632682).;;13/06/2008;26/11/2013;;;;-2.21149761;48.60645312
32069001;Bouée des palles;080-P-001;3.2;;;13/06/2008;;;;;-1.1597736854;45.992311184
60002498;PENERF - 56V 460;064-P-019;;;;02/12/2009;02/12/2009;;;;-2.58418024542345;47.5368094950714
29064004;Le Veillon;074-P-026;;Correction des coordonnées le 21/05/2012 à la demande du LER. Anciennes coordonnées (46.438816216-1.6434596809).;;13/06/2008;21/05/2012;;;;-1.646089;46.4401714
60007514;MET- OYAPOCK (Tampack);146-P-028;0;Tampack;;30/10/2014;30/10/2014;;;;-51.7821404144035;3.94931703882519
60002544;TRIEUX - 22154-00;027-P-046;;;;02/12/2009;02/12/2009;;;;-3.09945584389459;48.8307292295313
60000808;Marseillan est;104-P-428;;;;21/04/2009;29/01/2015;;;;3.57108026554013;43.3791299537316
25051001;Le Lac;057-P-002;;;;13/06/2008;;;;;-3.026680688;47.6126619059
15032006;Baie de Vierge;032-P-006;;;;13/06/2008;;;;;-3.5405531741;48.7305172217
28060028;Penchateau;069-P-021;;;;13/06/2008;;;;;-2.4159940607;47.2671605744
36082317;CNS - Canet Sud;096-P-017;0.8;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.0238726972;42.6569488261
16034003;Goulven;036-P-004;;;;13/06/2008;;;;;-4.3013978285;48.6363389552
15032017;St Michel 7;032-P-017;;;;13/06/2008;;;;;-3.609219647;48.6773483661
36086335;AYR - Ayrolle;099-P-023;0.8;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.0623658613;43.0716244597
11024032;Saint-Malo large;021-P-030;;;;13/06/2008;;;;;-2.0863612409;48.805869837
60002440;AULNE - 29AL37;039-P-192;;;;02/12/2009;02/12/2009;;;;-4.23205894186282;48.2532377791189
18038022;Kersanton;039-P-080;;Correction des coordonnées le 29/05/2012 à la demande du LER. Anciennes coordonnées (48.3446649187-4.301223165).;;13/06/2008;27/02/2014;;;;-4.3001388889;48.3445638889
16033028;Piguet;035-P-009;;;;13/06/2008;;;;;-3.9360586706;48.6661774728
42118008;Cargèse;122-P-084;;;;13/06/2008;;;;;8.5943335774;42.1263330829
16033023;Penzornou;035-P-007;;;;13/06/2008;27/02/2014;;;;-3.9428919682;48.660343908
60006812;Passe Boueni (Amont Récif) 30;145-P-007;48;Station 30 - études Def RCS - Nord Ouest de FRMC02;;21/03/2014;21/03/2014;;;;45.0116998591833;-12.9187004626836
25055014;Port St Jacques;062-P-007;0;;;13/06/2008;;;;;-2.7913398211;47.4864948987
60002540;JAUDY - 22171E09;028-P-023;;;;02/12/2009;02/12/2009;;;;-3.2150080466707;48.8035375176021
27057017;Le Bechet;063-P-008;;;;13/06/2008;;;;;-2.4914999007;47.4441640226
17035015;Argenton;037-P-015;3.5;;;13/06/2008;;;;;-4.7708463746;48.519273615
11024004;Ville Ger;021-P-005;9;Correction des coordonnées à la demande du LER le 19/10/2012 : anciennes coordonnées (-1.9695181467 - 48.5251972852).;;13/06/2008;19/10/2012;;;;-1.96722792;48.52840721
37087015;Bouzigues (c);104-P-014;;;;13/06/2008;;;;;3.6497037463;43.4361379903
34077016;Lahillon;088-P-014;;;;13/06/2008;;;;;-1.1409114149;44.7027823014
60006821;Boueni (sortie Baie2) 15;145-P-016;55;Station 15/B18 - étude Def RCS;;21/03/2014;21/03/2014;;;;45.0835998793;-12.8761003822169
60002517;ARGUENON - 22006-08;022-P-037;;;;02/12/2009;02/12/2009;;;;-2.21560551196941;48.5408368537518
5011004;Cap de la Hève (a);010-P-049;-2;;;13/06/2008;;;;;0.0643285848;49.5117470534
16033021;Pempoul;033-P-010;-6;;;13/06/2008;;;;;-3.9697264717;48.68501088
43113001;Diana mer;117-P-001;10;;;13/06/2008;;;;;9.5723451755;42.1489987333
17035009;Paluden;037-P-009;-4;;;13/06/2008;27/02/2014;;;;-4.5217338234;48.5886684019
60003240;Coupelasse large;071-P-095;;;;02/03/2010;02/03/2010;;;;-2.0608516;47.04212
18038031;Baie de Lanveur;039-P-089;;;;13/06/2008;11/01/2010;;;;-4.297646;48.352765
27057026;Piriac - Norven;063-P-013;;;;13/06/2008;;;;;-2.5503328708;47.3868286015
50135006;Sainte-Marie;126-P-006;;;;13/06/2008;;;;;55.5638336479;-20.8819995292
14029044;Le Ledano;027-P-025;3.5;Correction du libellé le 24/10/2016 (Ancien libellé Le Ledano - 152E07S). Mauvaise position (point trop central). Modifications des coordonnées le : 24/10/2016 à la demande des coordinations REMI, REPHY, ROCCH Anciennes coordonnées (48.7748568863 / -3.10804636);;13/06/2008;24/10/2016;;;;-3.1071776;48.7754529
34078001;Hossegor amont;090-P-001;0.1;;;13/06/2008;;;;;-1.4300618057;43.6774239958
37089003;Ingril sud;105-P-152;-0.5;;;13/06/2008;24/09/2009;;;;3.7738728247;43.4361392155
60004871;Le Grand Travers Ouest;102-P-121;0.5;Lieu créé à la demande du REMI.;;19/12/2011;19/12/2011;;;;4.0358757038;43.5563110491
60008030;Basse Michaud;069-P-075;22;Lieu créé le 06/11/2015 à la demande du LER/MPL. Mnémonique corrigé le 29/12/2015 (ancien 062-P-040).;;06/11/2015;29/12/2015;;;;-2.5833333333;47.2291666667
10023011;Vieux plan Ouest;020-P-013;3;;;13/06/2008;;;;;-1.7765173637;48.6342023629
18038024;Traon;039-P-082;;;;13/06/2008;;;;;-4.2660548648;48.3078310852
11024001;Rance;021-P-002;9;;;13/06/2008;;;;;-2.0345214345;48.6020318346
14029007;Pors Even;026-P-006;5;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-3.0040450643 - 48.7985254082).;;13/06/2008;26/11/2013;;;;-3.00358027;48.79892768
10023032;Baie St Michel est 6;020-P-034;;;;13/06/2008;;;;;-1.6210160633;48.6973724898
25052003;Karrec-Rouz;059-P-003;5;Bathymétrie inidiquée par LER/MPL/TM (R. Gabellec, 27/02/14). Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (47.5723281134 / -2.9813454911);;13/06/2008;05/12/2016;;;;-2.98233;47.57343
28060006;La Baule 3;069-P-006;;;;13/06/2008;;;;;-2.3976604522;47.2696608476
60002463;BLAVET - 56B 690;049-P-024;;;;02/12/2009;02/12/2009;;;;-3.35487628243814;47.702020720177
43114002;Urbino centre;119-P-001;6;;;13/06/2008;;;;;9.4760112688;42.0564959575
7014007;Bdv Grandcamp ouest;014-P-007;-1.5;;;13/06/2008;;;;;-1.1001912848;49.386730113
16033003;Port Diben;033-P-001;;;;13/06/2008;;;;;-3.8282245203;48.7081798487
35079009;Txingudi;091-P-007;;;;13/06/2008;;;;;-1.7810948709;43.360713725
30065030;Le Lay (réservoirs-moules);076-P-025;;;;13/06/2008;;;;;-1.2692827128;46.2948170346
16033038;Vorlen;034-P-010;-1;;;13/06/2008;27/02/2014;;;;-3.8630566386;48.6408443745
60007950;Lagon Saint-Leu - Gendarmerie;126-P-128;1.6;Lieu créé le 05/10/2015 à la demande de la délégation Ifremer OI.;;05/10/2015;05/10/2015;;;;55.28623;-21.18092
6013005;St Aubin les Essarts;012-P-005;1;;;13/06/2008;;;;;-0.3890098612;49.3642378176
30065011;Fier dArs;076-P-011;-1.8;;;13/06/2008;21/04/2009;;;;-1.4754515642;46.2251464171
60002981;Golfe de Porto Vecchio;121-P-016;0;;;21/01/2010;21/01/2010;;;;9.31058941862804;41.6096952323476
43115002;Palu;120-P-002;;;;13/06/2008;;;;;9.4098332636;41.9463330832
8017008;Gruchy;016-P-014;20;;;13/06/2008;;;;;-1.7833799785;49.6943969646
60002467;ETEL - 56ET 05;053-P-028;;;;02/12/2009;02/12/2009;;;;-3.17358177429088;47.73226010863
60004830;Saint-Joseph;126-P-072;;Lieu créé pour lintégration des données RHLR (Hydrologie La Réunion). Les coordonnées ont été modifiées afin de rapprocher les lieux de surveillance hydrologique des lieux de surveillance du benthos et ainsi optimiser la stratégie de surveillance DCE. Les nouvelles coordonnées sont valables pour les acquisitions effectuées à partir de 2012.;;08/12/2011;11/06/2012;;;;55.632833;-21.387133
20040001;Tronoen;042-P-001;-1;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -4.3500441661-47.852485428).;;13/06/2008;15/04/2013;;;;-4.349061;47.8526
13026007;Erquy La Houssaie;025-P-005;3.6;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-2.4755305452 - 48.6298606804).;;13/06/2008;26/11/2013;;;;-2.4756895;48.62972812
23045002;Ile Kerner;051-P-001;;;;13/06/2008;;;;;-3.3161882905;47.702660712
38094009;Ermite;109-P-007;;;;13/06/2008;;;;;4.854395077;43.3788151938
6012006;Ouistreham canal;010-P-107;11;;;13/06/2008;;;;;-0.2756709313;49.2415691756
14029052;Ledano-amont - 22152E07;027-P-030;;Modification des coordonnées à la demande de la DREAL Bretagne le 26/08/2016. La CQEL a vérifié les coordonnées. Anciennes coordonnées : 48.7587513269 / -3.120094477;;13/06/2008;26/08/2016;;;;-3.12114;48.76417
36086001;Etang du Grazel;101-P-001;;;;13/06/2008;20/12/2011;;;;3.1168662074;43.1092924558
17035033;Aval anse de Keradraon - 29AW09;037-P-030;;;;13/06/2008;;;;;-4.4947698183;48.581928559
5011008;Deauville;010-P-053;0;;;13/06/2008;;;;;0.0586658739;49.3619096055
18038010;Filières Camaret;039-P-070;;;;13/06/2008;27/02/2014;;;;-4.5783931181;48.2826600115
17035005;Baie de Lampaul;037-P-005;;;;13/06/2008;;;;;-5.1032403504;48.4491577943
34077030;Le Tes;088-P-028;;;;13/06/2008;03/12/2009;;;;-1.1387439206;44.6659481865
22044027;Pont St Maurice - 29LA03;048-P-023;;;;13/06/2008;;;;;-3.5229145148;47.7975306059
10023001;Mont St Michel;020-P-003;0.5;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -1.7645176276-48.6527029827).;;13/06/2008;15/04/2013;;;;-1.764511;48.652704
60004697;Pointe des colibris;124-P-021;12;Lieu créé le 11/10/2011 demande de C. Belin. Correction du libellé le 05/01/2012 (ancien libellé "Pointe des colibris - La Désirade").;;11/10/2011;15/04/2014;;;;-61.1057332528666;16.2975497887749
16033058;St Pol large;033-P-029;10;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -3.9548332659-48.6994997635).;;13/06/2008;15/04/2013;;;;-3.953362;48.700559
28061044;Fromentine;071-P-043;;;;13/06/2008;;;;;-2.1409797443;46.89248802
60007518;MEC- Les Hattes;146-P-032;0;Les Hattes;;30/10/2014;30/10/2014;;;;-53.9644850130758;5.73213136189901
60006750;Amont pont du Guily - 29BE07;048-P-074;;Remplace pour le suivi DCE-hydrologie le point Moulin mer à partir de novembre 2013. Lieu créé le 10/02/2014 à la demande de la SPEL29.;;11/02/2014;11/02/2014;;;;-3.6498471132569;47.8227680547174
60002494;GOLFE - 56G 550;060-P-039;;;;02/12/2009;02/12/2009;;;;-2.9264232548783;47.5687819352243
34077062;Jetée dEyrac;088-P-051;-3;;;13/06/2008;;;;;-1.1637443434;44.6646145518
60002530;JAUDY - 22171E10;028-P-018;;;;02/12/2009;02/12/2009;;;;-3.20173506336752;48.8216545966606
19039006;Aber plage;040-P-006;-1;;;13/06/2008;;;;;-4.4472227663;48.2333270321
24047006;Beg er Vil;053-P-006;;Erreur de localisation depuis la création dans Quadrige. Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY, ROCCH, RESCO Anciennes coordonnées (47.6839949775 / -3.1981856578);;13/06/2008;05/12/2016;;;;-3.19903;47.68276
23045028;Galèze;050-P-007;;;;13/06/2008;;;;;-3.3158561447;47.7486618503
27057005;Ouest Loscolo;063-P-002;10;Correction des coordonnées le 16/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -2.5391677833,47.4574971283). Bathymétrie inidiquée par LER/MPL/TM (R. Gabellec, 27/02/14).;;13/06/2008;27/02/2014;;;;-2.538268;47.457596
12025007;Fresnaie f5;023-P-006;3.2;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-2.2908606945 -48.6413631609).;;13/06/2008;26/11/2013;;;;-2.29208672;48.64050996
18037003;Pont Albert Louppe;039-P-003;5;;;13/06/2008;;;;;-4.4013928237;48.3883314716
15032021;Pors Nevez;032-P-020;0;;;13/06/2008;;;;;-3.5222195387;48.7318508098
5011010;Grande Rade;010-P-054;15;;;13/06/2008;;;;;-0.011339874;49.5212464351
50137008;Saint-Louis;126-P-021;;;;13/06/2008;;;;;55.3412992539;-21.2901659051
60006842;Grande barrière Nord Est (ilot Ndroume) H3;145-P-037;10;Station 3/H3/B03 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.2787004626836;-12.7526000804667
36080001;Port Vendres;094-P-001;;;;13/06/2008;;;;;3.1407108476;42.5121136826
60002551;Amont Pont Treglonou - 29AB09;037-P-072;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé ABER BENOIT - 29AB09).;;02/12/2009;15/04/2013;;;;-4.53338261919131;48.5539448803058
36081003;Filières de Fleury dAude;095-P-003;;;;13/06/2008;11/12/2009;;;;3.2480343484;43.1654616021
6013009;Courseulles;012-P-007;5;;;13/06/2008;;;;;-0.4618443566;49.3534033467
27057059;Pointe Castelli;063-P-019;;;;13/06/2008;;;;;-2.5598328271;47.3781616126
60002380;Fond Boucher;125-P-035;10;Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.6538342386 et Long -61.1533936834).;;24/11/2009;15/11/2016;;;;-61.15716376;14.65697271
18038025;Lanvéoc;039-P-083;2;;;13/06/2008;27/02/2014;;;;-4.4588912557;48.2928283791
8017020;Digue de Querqueville;016-P-025;10;Correction des coordonnées le 04/04/2016 à la demande du LERN. Anciennes coordonnées (49.6715010994,-1.6641669946);;13/06/2008;29/04/2016;;;;-1.662568;49.672021
27057062;Le Petit Sécé - 56V120;065-P-013;;;;13/06/2008;30/04/2010;;;;-2.4918531482;47.5063672122
34076002;Ecocéan;073-P-005;;;;13/06/2008;;;;;-1.5590839978;44.6281094387
16033033;Ile Blanche;033-P-013;-2.7;;;13/06/2008;21/04/2009;;;;-3.8690576927;48.6751785119
60004700;Ilet à Fajou;124-P-024;12;Lieu créé le 11/10/2011 demande de C. Belin. Correction du libellé le 05/01/2012.;;11/10/2011;15/04/2014;;;;-61.6012170589419;16.3619503118085
19039002;Morgat 1;040-P-002;1;;;13/06/2008;;;;;-4.500556445;48.2108258258
16033017;Lannuguy;034-P-006;-6.4;;;13/06/2008;;;;;-3.8553889029;48.6070102711
60004518;Baie du Lamentin;125-P-054;;Création du lieu le 05/05/2011 suite à la demande de CBelin. Renseigner le positionnement.;;05/05/2011;05/12/2011;;;;-61.0219;14.6037
60002488;Le Passage - 56G900;061-P-085;;Correction du libellé le 16/04/2013 à la demande de latlas DCE/LB (ancien libellé NOYALO - 56G 900).;;02/12/2009;16/04/2013;;;;-2.71949305974653;47.5888493260913
30065003;Les Eperons;076-P-003;;;;13/06/2008;;;;;-1.2341149315;46.274983629
7014016;Grandcamp prise eau base;014-P-016;-2;;;13/06/2008;;;;;-1.0916910251;49.3833967903
24047029;Bignac;053-P-019;;;;13/06/2008;;;;;-3.1898516129;47.6623278754
29062005;Ile dYeu est;072-P-005;;Correction des coordonnées le 16/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -2.2936447885,46.7106485914).;;13/06/2008;16/04/2013;;;;-2.293629;46.710655
34077009;Jacquets aval;088-P-007;1;Modifications des coordonnées le : 17/01/2017 à la demande des coordinations REMI, REPHY Anciennes coordonnées (44.7212821991 / -1.1874126516);;13/06/2008;17/01/2017;;;;-1.1872936;44.72173696
17035001;Le Vill;037-P-001;-0.6;;;13/06/2008;27/02/2014;;;;-4.6055682864;48.5750003691
37090362;MEW - Méjean Ouest;105-P-133;0.8;Rinbio 12I. Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.9228737176;43.5443096777
35079005;Large Capbreton;089-P-005;;;;13/06/2008;;;;;-1.481228678;43.6432560718
60000170;Etang du Ponant - VVF;107-P-025;;;;11/12/2008;25/06/2013;;;;4.101667;43.559067
60002438;GOYEN - 29GY07;042-P-042;;;;02/12/2009;02/12/2009;;;;-4.54037618185475;48.0092285254476
26054007;Baie du Vran;061-P-007;;;;13/06/2008;28/04/2009;;;;-2.8465099397;47.5821632688
37087012;Mourre-Blanc large;104-P-011;;Coordonnées modifiées sur la demande de Catherine Belin (17/03/2010);;13/06/2008;17/03/2010;;;;3.597966;43.403581
60003363;Aigues-Mortes;102-P-115;;Ajouté suite à la demande de Nathalie Malet et Valérie Dérolez en avril 2010. Renommé le 08/04/2014 (ancien libellé AIG-Aigues-Morte).;;29/04/2010;08/04/2014;;;;4.07380004023335;43.5404998994166
22044023;Face anse Kergourlet - 29AV04;048-P-019;;;;13/06/2008;;;;;-3.7476530702;47.8415656904
29062011;Yeu large;072-P-011;;;;13/06/2008;;;;;-2.3574691522;46.7737210278
24046011;Ste Barbe;052-P-011;;;;13/06/2008;;;;;-3.1560160397;47.5993267247
